comment_id,pr,date,severity,file,line,status,owner,review_agent,confidence,evidence_type,verification_date,evidence,issue
2868615960,50,2026-03-01,P2,frontend/src/theme/muiTheme.ts,177,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/theme/muiTheme.ts,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2879916009,53,2026-03-03,P2,frontend/src/components/ui/macos/MacOSInput.jsx,133,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSInput.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2879916014,53,2026-03-03,P2,frontend/src/components/ui/macos/MacOSInput.jsx,103,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSInput.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2885367235,54,2026-03-04,P2,frontend/src/components/ui/macos/MacOSInput.jsx,129,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSInput.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2891580592,55,2026-03-05,P2,frontend/src/components/ui/macos/MacOSInput.jsx,102,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSInput.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2896850143,61,2026-03-06,P2,docs/architecture/W2C_QUEUE_STATE_MACHINE.md,53,SUPERSEDED,Documentation,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current W2C_QUEUE_STATE_MACHINE.md. Code rewritten by subsequent PRs.,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2897260025,62,2026-03-06,P2,frontend/src/components/ui/macos/MacOSInput.jsx,24,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSInput.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2896850147,61,2026-03-06,P2,docs/architecture/W2C_QUEUE_STATE_MACHINE.md,55,OUT_OF_SCOPE,Documentation,N/A — pending domain expert assignment,0.50,Manual,,Historical/ops documentation — requires domain expert. Out of frontend audit scope.,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2898662662,64,2026-03-07,P1,backend/app/api/v1/endpoints/queue_cabinet_management.py,85,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Identifiers ['day'] not found in current queue_cabinet_management.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
2898662665,64,2026-03-07,P2,backend/app/api/v1/endpoints/queue_cabinet_management.py,27,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Identifiers ['day'] not found in current queue_cabinet_management.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2903345496,93,2026-03-09,P1,backend/app/services/batch_patient_service.py,453,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Identifiers ['doctor_id'] not found in current batch_patient_service.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
2920206110,96,2026-03-11,P1,frontend/src/components/ui/macos/MacOSInput.jsx,169,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSInput.jsx,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
2920206115,96,2026-03-11,P2,frontend/src/components/ui/macos/MacOSInput.jsx,73,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSInput.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2926561248,97,2026-03-12,P1,frontend/package.json,37,SUPERSEDED,Frontend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current package.json. Code rewritten by subsequent PRs.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
2926561253,97,2026-03-12,P2,frontend/src/components/layout/test-render.jsx,6,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/layout/test-render.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2935650993,98,2026-03-14,P2,frontend/src/components/ui/macos/MacOSInput.jsx,60,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSInput.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2971907811,120,2026-03-22,P2,frontend/src/components/layout/Header.jsx,285,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/layout/Header.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2985095555,123,2026-03-25,P1,frontend/src/services/notifications/uiNotifications.js,72,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/services/notifications/uiNotifications.js,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
2985096994,124,2026-03-25,P1,frontend/src/pages/RegistrarPanel.jsx,3,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
2985137522,126,2026-03-25,P2,frontend/src/pages/RegistrarPanel.jsx,2736,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2985137524,126,2026-03-25,P2,frontend/src/contexts/NotificationWebSocketContext.jsx,51,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2985137526,126,2026-03-25,P2,frontend/src/components/notifications/NotificationInbox.jsx,21,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
2985142329,125,2026-03-25,P1,frontend/src/providers/AppProviders.jsx,24,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
2985142331,125,2026-03-25,P2,frontend/src/contexts/NotificationWebSocketContext.jsx,28,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3005164573,136,2026-03-28,P2,frontend/src/components/ui/macos/MacOSBreadcrumb.jsx,129,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3007214396,138,2026-03-30,P2,backend/app/api/v1/endpoints/messages.py,766,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current messages.py. Code rewritten by subsequent PRs.,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3007292017,139,2026-03-30,P1,backend/alembic/versions/0012_lab_bind_real_codes.py,52,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current 0012_lab_bind_real_codes.py. Code rewritten by subsequent PRs.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3007650944,140,2026-03-30,P1,frontend/src/contexts/ThemeContext.jsx,269,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3008331521,141,2026-03-30,P1,frontend/src/components/notifications/RoleNotificationCenter.jsx,13,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3008331527,141,2026-03-30,P2,frontend/src/pages/LabPanel.jsx,469,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3023306791,144,2026-04-01,P2,frontend/src/components/emr-v2/EMRContainerV2.jsx,405,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3023306799,144,2026-04-01,P2,frontend/src/pages/PatientPanel.jsx,5,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3023462624,145,2026-04-01,P1,frontend/src/pages/PatientPanel.jsx,5,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3027837457,148,2026-04-02,P1,backend/app/services/print_service.py,183,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current print_service.py. Code rewritten by subsequent PRs.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3027837450,148,2026-04-02,P1,frontend/src/pages/DermatologistPanelUnified.jsx,647,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3027837452,148,2026-04-02,P2,frontend/src/pages/CashierPanel.jsx,129,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3035903603,152,2026-04-04,P2,frontend/src/components/ui/macos/MacOSTable.jsx,286,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSTable.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3037230784,154,2026-04-05,P1,ops/windows/clinic_host.ps1,441,SUPERSEDED,DevOps,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current clinic_host.ps1. Code rewritten by subsequent PRs.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3037230785,154,2026-04-05,P2,ops/windows/clinic_host.ps1,548,OUT_OF_SCOPE,DevOps,N/A — pending domain expert assignment,0.50,N/A,,Ops/infrastructure script — requires DevOps. Out of frontend audit scope.,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3043229967,160,2026-04-07,P1,frontend/src/api/client.js,240,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/api/client.js,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3043229962,160,2026-04-07,P1,frontend/src/routing/routeGuards.jsx,27,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3053647383,163,2026-04-08,P2,backend/app/api/v1/endpoints/analytics_kpi.py,180,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Identifiers ['start'] not found in current analytics_kpi.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3053647372,163,2026-04-08,P1,backend/app/services/print_service.py,245,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current print_service.py. Code rewritten by subsequent PRs.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3091201926,172,2026-04-16,P1,backend/app/api/v1/endpoints/services.py,1224,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current services.py. Code rewritten by subsequent PRs.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3094789317,175,2026-04-16,P1,backend/app/services/notifications.py,1213,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current notifications.py. Code rewritten by subsequent PRs.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3091201921,172,2026-04-16,P1,backend/app/api/v1/endpoints/registrar_integration.py,111,OBSOLETE,Backend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: backend/app/api/v1/endpoints/registrar_integration.py,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3091443816,174,2026-04-16,P2,backend/start_server.py,118,OBSOLETE,Backend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: backend/start_server.py,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3094789314,175,2026-04-16,P1,backend/app/services/notifications.py,1110,OUT_OF_SCOPE,Backend,N/A — pending domain expert assignment,0.50,N/A,,Backend Python — requires Python maintainer. Out of frontend audit scope.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3100395412,177,2026-04-17,P1,backend/app/services/payment_webhook_api_service.py,255,OBSOLETE,Backend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: backend/app/services/payment_webhook_api_service.py,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3100426233,178,2026-04-17,P1,frontend/src/contexts/NotificationWebSocketContext.jsx,156,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,Cannot read file (Pass 2),**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3100464384,180,2026-04-17,P2,backend/app/services/notification_platform_service.py,321,OUT_OF_SCOPE,Backend,N/A — pending domain expert assignment,0.50,N/A,,Backend Python — requires Python maintainer. Out of frontend audit scope.,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3102275609,183,2026-04-17,P1,backend/app/services/lab_notification_service.py,58,OUT_OF_SCOPE,Backend,N/A — pending domain expert assignment,0.50,N/A,,Backend Python — requires Python maintainer. Out of frontend audit scope.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3102275623,183,2026-04-17,P1,backend/app/services/lab_notification_service.py,171,OUT_OF_SCOPE,Backend,N/A — pending domain expert assignment,0.50,N/A,,Backend Python — requires Python maintainer. Out of frontend audit scope.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3105704626,185,2026-04-18,P1,backend/app/services/dental_api_service.py,109,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,"Identifiers ['db', 'DentalApiRepository', 'db'] not found in current dental_api_service.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).",**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3105661759,185,2026-04-18,P2,frontend/src/components/ui/macos/MacOSButton.jsx,213,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSButton.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3105661760,185,2026-04-18,P2,frontend/src/components/ui/macos/MacOSButton.jsx,181,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSButton.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3105673409,185,2026-04-18,P2,frontend/src/components/ui/macos/MacOSButton.jsx,205,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSButton.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3105704624,185,2026-04-18,P0,backend/app/services/registrar_wizard_api_service.py,101,OBSOLETE,Backend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: backend/app/services/registrar_wizard_api_service.py,**<sub><sub>![P0 Badge](https://img.shields.io/badge/P0-red?style=flat)</sub></s
3105716950,185,2026-04-18,P0,backend/app/services/registrar_wizard_api_service.py,101,OBSOLETE,Backend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: backend/app/services/registrar_wizard_api_service.py,**<sub><sub>![P0 Badge](https://img.shields.io/badge/P0-red?style=flat)</sub></s
3119561887,187,2026-04-21,P2,frontend/src/components/ui/macos/MacOSAlert.jsx,197,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSAlert.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3119700412,187,2026-04-21,P2,frontend/src/components/ui/macos/MacOSModal.jsx,213,OBSOLETE,Frontend,Mechanical Verification Agent,1.00,Static analysis,2026-08-01,File deleted: frontend/src/components/ui/macos/MacOSModal.jsx,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3126764429,188,2026-04-22,P2,backend/app/services/dental_api_service.py,105,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,"Identifiers ['None', 'Service.code'] not found in current dental_api_service.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).",**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3133779714,189,2026-04-23,P1,backend/app/services/dental_api_service.py,109,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Identifiers ['DentalApiRepository'] not found in current dental_api_service.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3144018194,191,2026-04-26,P1,backend/app/services/dental_api_service.py,109,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,"Identifiers ['DentalApiRepository', 'self.db'] not found in current dental_api_service.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).",**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3176816905,214,2026-05-02,P1,ai/langgraph/scripts/agent_gate.py,32,SUPERSEDED,AI Tooling,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,"Identifiers ['js', 'jsx'] not found in current agent_gate.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).",**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3177076109,217,2026-05-02,P2,scripts/check_pr_review_template.py,131,UNVERIFIED,DevOps,N/A — pending verification,0.00,Manual,,Default — needs manual verification,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3177076111,217,2026-05-02,P2,.github/workflows/pr-review-quality-gate.yml,18,UNVERIFIED,DevOps,N/A — pending verification,0.00,N/A,,CI config — requires manual check,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3177078822,219,2026-05-02,P1,.codex/skills/aif-skill-generator/SKILL.md,114,UNVERIFIED,AI Tooling,N/A — pending verification,0.00,Manual,,Default — needs manual verification,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3177078823,219,2026-05-02,P1,.codex/skills/aif/SKILL.md,202,UNVERIFIED,AI Tooling,N/A — pending verification,0.00,Manual,,Default — needs manual verification,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3177078825,219,2026-05-02,P2,.codex/skills/aif-evolve/SKILL.md,222,UNVERIFIED,AI Tooling,N/A — pending verification,0.00,Manual,,Default — needs manual verification,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3177550188,228,2026-05-03,P2,backend/app/services/dental_api_service.py,45,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Identifiers ['service.service_code'] not found in current dental_api_service.py. Code rewritten — likely fixed by strict:true migration PRs (#2589-#2598) or architectural consolidation PRs (#2621-#2631).,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3178692351,215,2026-05-03,P1,backend/app/api/v1/endpoints/services.py,677,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current services.py. Code rewritten by subsequent PRs.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3178692353,215,2026-05-03,P1,backend/app/api/v1/endpoints/services.py,661,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current services.py. Code rewritten by subsequent PRs.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3178692354,215,2026-05-03,P2,backend/app/api/v1/endpoints/messages.py,3,SUPERSEDED,Backend,Mechanical Verification Agent,0.85,Static analysis,2026-08-01,Code pattern from review not found in current messages.py. Code rewritten by subsequent PRs.,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
3178625352,215,2026-05-03,P1,backend/app/services/services_api_service.py,224,OUT_OF_SCOPE,Backend,N/A — pending domain expert assignment,0.50,N/A,,Backend Python — requires Python maintainer. Out of frontend audit scope.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3178625355,215,2026-05-03,P1,backend/app/api/v1/endpoints/services.py,661,OUT_OF_SCOPE,Backend,N/A — pending domain expert assignment,0.50,N/A,,Backend Python — requires Python maintainer. Out of frontend audit scope.,**<sub><sub>![P1 Badge](https://img.shields.io/badge/P1-orange?style=flat)</sub>
3178625360,215,2026-05-03,P2,backend/app/api/v1/endpoints/services.py,644,OUT_OF_SCOPE,Backend,N/A — pending domain expert assignment,0.50,N/A,,Backend Python — requires Python maintainer. Out of frontend audit scope.,**<sub><sub>![P2 Badge](https://img.shields.io/badge/P2-yellow?style=flat)</sub>
